0.0025066137	0.032504056	-0.020047843	0.046184484	-0.017517924	0.004557751	-0.018543243	0.036133375	0.044794966	0.025659095	0.046413388	0.0025226958	0.047446642	-0.03664154	-0.0025065318	-0.0049435385
-0.06889194	-0.051080022	-0.106279016	-0.012658971	-0.10474717	0.029069513	0.069577806	-0.052646566	-0.053795323	0.06076257	-0.0018092745	0.01870499	-0.056201432	0.03927349	0.107344486	0.0052443966
-0.15227927	0.11029828	-0.16095702	-0.12447469	0.080005415	0.14850937	0.18604565	-0.16212483	-0.19573809	0.13486825	0.11342929	0.15818003	-0.11279176	0.12690274	0.16813037	-0.13135451
0.2558891	-0.30811664	-0.10479871	0.26827756	-0.3223882	-0.28385335	-0.28746012	0.31101048	0.3019127	-0.23043554	-0.3596095	-0.34765348	0.20405762	-0.22644253	-0.19410305	0.34520075
-0.07006845	-0.113781266	-0.19849643	0.10828566	-0.051338296	-0.025842523	-0.0193002	-0.03736421	0.012554237	0.042189762	-0.09368146	-0.044364147	0.0037578407	-0.023334354	0.00706452	0.03996046
-0.091045566	-0.033688214	-0.21756011	-0.0147644505	0.0055247964	0.020778809	0.045145664	-0.09368276	-0.07859656	0.15438975	0.03105818	0.09554266	-0.086241685	0.09025711	0.10568032	0.021783518
0.20737706	-0.39869836	-0.020040268	0.34703812	-0.3977181	-0.32038337	-0.2891107	0.3333622	0.3361802	-0.20725714	-0.3837049	-0.3104688	0.26383826	-0.2961084	-0.24335727	0.3874943
0.09592905	-0.17807426	-0.045173783	0.12344223	-0.19380061	-0.14366506	-0.12730804	0.076344	0.0544507	-0.069479875	-0.10176587	-0.12051997	0.091893926	-0.05260466	-0.017021453	0.14703839
0.17630875	-0.36703715	-0.09489205	0.33064762	-0.35540265	-0.25514936	-0.35256943	0.3031608	0.27031538	-0.23849666	-0.3595041	-0.28157097	0.22459963	-0.25925508	-0.19808769	0.34520486
-0.022216022	-0.10997428	0.00269138	0.035693996	-0.1233876	-0.0079311235	-0.061375607	0.01567905	0.014010312	0.008945848	-0.03149316	-0.010997681	0.0026250235	-0.07127847	-0.015518262	0.08702533
